Node_ID,cp_level_x,cp_r_citing_zero_x,cp_r_citing_nonzero_x,tr_citing_x,cp_r_cited_zero_x,cp_r_cited_nonzero_x,tr_cited_x,Cluster_ID,cp_level_y,cp_r_citing_zero_y,cp_r_citing_nonzero_y,tr_citing_y,cp_r_cited_zero_y,cp_r_cited_nonzero_y,tr_cited_y,network_degree,network_indegree,network_outdegree,cluster_degree,cluster_indegree,cluster_outdegree
9909292,39,3,36,140,9,30,71,13,23.0,1.0,22.0,83.0,3.0,20.0,35.0,53,39,14,18.0,17.0,1.0
9608224,85,6,79,511,2,83,636,5,54.0,4.0,50.0,379.0,0.0,54.0,443.0,115,85,30,52.0,37.0,15.0
9703390,10,2,8,20,0,10,114,5,9.0,2.0,7.0,19.0,0.0,9.0,111.0,42,10,32,25.0,8.0,17.0
9712499,35,5,30,101,5,30,268,5,14.0,2.0,12.0,39.0,0.0,14.0,208.0,78,35,43,31.0,9.0,22.0
101023,14,5,9,13,3,11,32,29,3.0,2.0,1.0,1.0,0.0,3.0,4.0,29,14,15,5.0,4.0,1.0
9511242,3,1,2,2,0,3,3,93,,,,,,,,4,3,1,,,
9910505,8,5,3,5,0,8,10,1,2.0,2.0,0.0,0.0,2.0,0.0,0.0,10,8,2,2.0,2.0,0.0
2161,37,6,31,89,1,36,343,6,14.0,7.0,7.0,20.0,0.0,14.0,192.0,76,37,39,21.0,10.0,11.0
9212266,22,7,15,33,17,5,5,6,6.0,4.0,2.0,2.0,6.0,0.0,0.0,23,22,1,3.0,3.0,0.0
9510313,18,2,16,56,3,15,29,1,15.0,2.0,13.0,52.0,2.0,13.0,20.0,25,18,7,13.0,11.0,2.0
9808385,61,13,48,175,10,51,143,1,21.0,4.0,17.0,43.0,1.0,20.0,29.0,73,61,12,19.0,16.0,3.0
9506398,51,7,44,127,8,43,115,6,13.0,2.0,11.0,24.0,0.0,13.0,33.0,64,51,13,11.0,8.0,3.0
9906290,2,2,0,0,0,2,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,2,14,8.0,0.0,8.0
9804252,63,11,52,265,7,56,311,7,35.0,3.0,32.0,172.0,1.0,34.0,209.0,78,63,15,36.0,27.0,9.0
9710348,11,4,7,18,10,1,1,313,9.0,3.0,6.0,15.0,9.0,0.0,0.0,12,11,1,8.0,8.0,0.0
9802354,1,1,0,0,1,0,0,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,11,7.0,0.0,7.0
9912438,4,4,0,0,1,3,4,349,3.0,3.0,0.0,0.0,0.0,3.0,4.0,6,4,2,5.0,3.0,2.0
9501380,1,1,0,0,1,0,0,1167,,,,,,,,2,1,1,,,
9910501,25,8,17,39,1,24,163,7,17.0,6.0,11.0,25.0,0.0,17.0,94.0,51,25,26,17.0,10.0,7.0
9308264,35,11,24,58,35,0,0,7,2.0,2.0,0.0,0.0,2.0,0.0,0.0,35,35,0,3.0,3.0,0.0
9607284,14,5,9,20,4,10,10,7,2.0,2.0,0.0,0.0,2.0,0.0,0.0,15,14,1,4.0,4.0,0.0
9804223,10,3,7,22,10,0,0,142,7.0,1.0,6.0,16.0,7.0,0.0,0.0,10,10,0,7.0,7.0,0.0
9606447,4,4,0,0,0,4,20,12,3.0,3.0,0.0,0.0,0.0,3.0,14.0,37,4,33,7.0,2.0,5.0
9512288,49,8,41,119,2,47,225,61,24.0,2.0,22.0,52.0,0.0,24.0,123.0,67,49,18,24.0,16.0,8.0
9505241,12,3,9,16,1,11,42,69,5.0,1.0,4.0,8.0,0.0,5.0,26.0,39,12,27,6.0,1.0,5.0
9711212,20,11,9,14,1,19,52,98,14.0,5.0,9.0,14.0,0.0,14.0,47.0,27,20,7,10.0,6.0,4.0
9712476,18,5,13,31,4,14,58,40,14.0,3.0,11.0,28.0,2.0,12.0,38.0,32,18,14,7.0,7.0,0.0
9803267,3,3,0,0,3,0,0,151,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3,3,0,,,
9612413,20,7,13,40,2,18,38,19,13.0,3.0,10.0,31.0,1.0,12.0,20.0,28,20,8,13.0,11.0,2.0
9612377,13,4,9,23,1,12,67,62,8.0,2.0,6.0,16.0,0.0,8.0,44.0,37,13,24,10.0,0.0,10.0
4267,16,1,15,46,0,16,80,24,6.0,1.0,5.0,11.0,0.0,6.0,10.0,31,16,15,9.0,6.0,3.0
9904478,21,6,15,35,5,16,25,218,11.0,2.0,9.0,22.0,5.0,6.0,6.0,26,21,5,12.0,11.0,1.0
9403276,56,11,45,178,30,26,27,47,18.0,2.0,16.0,53.0,8.0,10.0,10.0,59,56,3,15.0,15.0,0.0
9405355,58,15,43,136,22,36,65,57,28.0,7.0,21.0,75.0,6.0,22.0,40.0,62,58,4,16.0,14.0,2.0
9602320,48,11,37,96,24,24,50,16,10.0,2.0,8.0,22.0,2.0,8.0,11.0,56,48,8,12.0,8.0,4.0
9507422,25,10,15,45,19,6,7,30,11.0,3.0,8.0,33.0,8.0,3.0,4.0,29,25,4,9.0,9.0,0.0
9806531,11,2,9,18,11,0,0,80,6.0,1.0,5.0,9.0,6.0,0.0,0.0,13,11,2,3.0,3.0,0.0
9604347,13,8,5,7,7,6,6,98,4.0,1.0,3.0,5.0,4.0,0.0,0.0,15,13,2,4.0,4.0,0.0
9904491,16,7,9,21,0,16,89,4,7.0,2.0,5.0,9.0,0.0,7.0,26.0,47,16,31,11.0,6.0,5.0
9507277,11,4,7,9,11,0,0,30,7.0,1.0,6.0,8.0,7.0,0.0,0.0,11,11,0,5.0,5.0,0.0
9303203,5,5,0,0,2,3,3,93,2.0,2.0,0.0,0.0,2.0,0.0,0.0,6,5,1,2.0,2.0,0.0
9702339,24,7,17,70,3,21,52,59,19.0,4.0,15.0,67.0,1.0,18.0,48.0,29,24,5,21.0,16.0,5.0
9703291,34,5,29,78,1,33,106,6,16.0,3.0,13.0,34.0,0.0,16.0,57.0,43,34,9,10.0,8.0,2.0
9405270,19,3,16,40,5,14,25,6,5.0,3.0,2.0,3.0,5.0,0.0,0.0,21,19,2,3.0,3.0,0.0
9405246,35,5,30,107,18,17,53,6,11.0,2.0,9.0,22.0,1.0,10.0,32.0,46,35,11,4.0,4.0,0.0
9507342,20,4,16,42,12,8,13,85,12.0,2.0,10.0,27.0,9.0,3.0,3.0,25,20,5,10.0,10.0,0.0
9511409,17,9,8,22,3,14,292,6,10.0,3.0,7.0,17.0,0.0,10.0,213.0,117,17,100,41.0,8.0,33.0
7071,2,1,1,1,1,1,3,96,1.0,1.0,0.0,0.0,0.0,1.0,3.0,11,2,9,7.0,0.0,7.0
9410240,75,14,61,232,22,53,98,8,8.0,1.0,7.0,14.0,8.0,0.0,0.0,86,75,11,8.0,7.0,1.0
9702435,19,14,5,6,2,17,27,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,19,9,3.0,3.0,0.0
105242,11,6,5,5,3,8,42,38,3.0,2.0,1.0,1.0,0.0,3.0,19.0,30,11,19,5.0,4.0,1.0
9708412,16,3,13,33,7,9,12,22,9.0,1.0,8.0,17.0,2.0,7.0,7.0,18,16,2,8.0,7.0,1.0
9802440,113,13,100,828,4,109,479,11,86.0,7.0,79.0,741.0,3.0,83.0,419.0,124,113,11,62.0,55.0,7.0
9904305,9,2,7,13,8,1,4,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,9,7,5.0,0.0,5.0
9907439,3,3,0,0,1,2,5,22,2.0,2.0,0.0,0.0,0.0,2.0,5.0,7,3,4,3.0,1.0,2.0
9610259,45,4,41,226,1,44,105,22,30.0,1.0,29.0,169.0,1.0,29.0,69.0,54,45,9,23.0,20.0,3.0
9912306,17,4,13,33,1,16,115,22,15.0,4.0,11.0,26.0,1.0,14.0,107.0,32,17,15,22.0,11.0,11.0
9601214,4,4,0,0,1,3,3,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,2,1.0,0.0,1.0
9705474,34,10,24,63,7,27,132,90,20.0,7.0,13.0,37.0,3.0,17.0,75.0,56,34,22,17.0,8.0,9.0
7043,0,0,0,0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17,15.0,0.0,15.0
9701360,19,4,15,24,0,19,110,40,11.0,2.0,9.0,13.0,0.0,11.0,69.0,38,19,19,16.0,7.0,9.0
5114,27,15,12,32,0,27,276,19,3.0,1.0,2.0,3.0,0.0,3.0,53.0,222,27,195,21.0,0.0,21.0
9603326,95,17,78,343,6,89,281,43,34.0,2.0,32.0,196.0,3.0,31.0,112.0,108,95,13,28.0,22.0,6.0
9806482,79,9,70,292,2,77,357,16,49.0,6.0,43.0,179.0,0.0,49.0,264.0,92,79,13,39.0,28.0,11.0
9905391,21,7,14,35,2,19,75,43,7.0,3.0,4.0,6.0,2.0,5.0,10.0,31,21,10,9.0,4.0,5.0
9409410,43,33,10,14,39,4,8,39,6.0,6.0,0.0,0.0,6.0,0.0,0.0,47,43,4,4.0,4.0,0.0
9507363,79,8,71,362,13,66,115,43,30.0,2.0,28.0,181.0,0.0,30.0,58.0,84,79,5,22.0,19.0,3.0
9810220,12,3,9,12,2,10,40,101,6.0,2.0,4.0,4.0,1.0,5.0,19.0,28,12,16,4.0,2.0,2.0
106110,10,5,5,5,0,10,66,20,3.0,2.0,1.0,1.0,0.0,3.0,18.0,41,10,31,13.0,3.0,10.0
3185,9,4,5,8,1,8,115,20,8.0,3.0,5.0,8.0,0.0,8.0,114.0,34,9,25,30.0,7.0,23.0
9209262,51,23,28,97,34,17,20,29,16.0,8.0,8.0,33.0,8.0,8.0,8.0,53,51,2,10.0,10.0,0.0
9406295,54,12,42,165,14,40,106,29,21.0,7.0,14.0,47.0,3.0,18.0,43.0,64,54,10,16.0,12.0,4.0
12274,15,4,11,39,0,15,71,20,15.0,4.0,11.0,39.0,0.0,15.0,71.0,25,15,10,12.0,9.0,3.0
9812515,7,2,5,11,0,7,25,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,7,9,2.0,0.0,2.0
9905356,11,7,4,6,11,0,0,153,2.0,2.0,0.0,0.0,2.0,0.0,0.0,11,11,0,2.0,2.0,0.0
9510232,64,16,48,169,53,11,13,54,13.0,2.0,11.0,33.0,11.0,2.0,2.0,72,64,8,8.0,8.0,0.0
210133,6,2,4,6,0,6,52,37,4.0,2.0,2.0,2.0,0.0,4.0,24.0,35,6,29,10.0,1.0,9.0
9709320,23,9,14,27,6,17,58,15,6.0,3.0,3.0,4.0,0.0,6.0,6.0,57,23,34,8.0,7.0,1.0
9510294,17,6,11,19,3,14,32,29,2.0,1.0,1.0,1.0,0.0,2.0,4.0,26,17,9,3.0,0.0,3.0
9801353,27,2,25,71,0,27,86,18,13.0,1.0,12.0,34.0,0.0,13.0,37.0,34,27,7,15.0,11.0,4.0
9310211,42,11,31,121,42,0,0,5,6.0,1.0,5.0,11.0,6.0,0.0,0.0,43,42,1,4.0,4.0,0.0
9803391,51,7,44,193,19,32,63,32,25.0,1.0,24.0,101.0,2.0,23.0,44.0,59,51,8,7.0,7.0,0.0
9507441,10,2,8,14,6,4,5,376,5.0,0.0,5.0,10.0,5.0,0.0,0.0,14,10,4,5.0,5.0,0.0
6128,16,4,12,23,0,16,112,73,16.0,4.0,12.0,23.0,0.0,16.0,104.0,27,16,11,19.0,9.0,10.0
9405389,73,9,64,325,56,17,21,42,36.0,3.0,33.0,163.0,25.0,11.0,14.0,75,73,2,22.0,22.0,0.0
9707201,19,6,13,43,1,18,96,42,11.0,5.0,6.0,21.0,3.0,8.0,13.0,42,19,23,12.0,9.0,3.0
9506380,280,48,232,1360,87,193,645,18,82.0,3.0,79.0,571.0,8.0,74.0,208.0,338,280,58,35.0,33.0,2.0
9511298,9,5,4,5,3,6,13,35,2.0,2.0,0.0,0.0,1.0,1.0,1.0,17,9,8,3.0,0.0,3.0
9306204,37,14,23,87,37,0,0,5,16.0,3.0,13.0,37.0,16.0,0.0,0.0,37,37,0,13.0,13.0,0.0
9403378,25,1,24,110,2,23,23,71,23.0,1.0,22.0,100.0,1.0,22.0,22.0,26,25,1,18.0,17.0,1.0
9508221,25,13,12,35,1,24,92,44,7.0,4.0,3.0,6.0,0.0,7.0,29.0,74,25,49,7.0,2.0,5.0
9506455,15,2,13,27,0,15,40,4,2.0,1.0,1.0,1.0,0.0,2.0,10.0,27,15,12,6.0,3.0,3.0
9901351,12,8,4,5,2,10,22,61,2.0,2.0,0.0,0.0,0.0,2.0,12.0,27,12,15,10.0,2.0,8.0
9902219,3,3,0,0,3,0,0,50,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7,3,4,2.0,2.0,0.0
9605446,112,2,110,995,3,109,322,11,94.0,1.0,93.0,950.0,1.0,93.0,279.0,116,112,4,59.0,56.0,3.0
9904369,7,4,3,4,6,1,1,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,7,8,4.0,0.0,4.0
9805346,29,1,28,91,3,26,86,28,19.0,1.0,18.0,50.0,0.0,19.0,53.0,35,29,6,18.0,14.0,4.0
9409387,1,1,0,0,1,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,22,17.0,0.0,17.0
9207216,26,10,16,45,26,0,0,41,11.0,5.0,6.0,8.0,11.0,0.0,0.0,26,26,0,9.0,9.0,0.0
9807213,5,4,1,1,2,3,4,63,4.0,4.0,0.0,0.0,3.0,1.0,1.0,7,5,2,3.0,3.0,0.0
9410345,71,15,56,253,35,36,55,117,36.0,4.0,32.0,166.0,36.0,0.0,0.0,76,71,5,25.0,25.0,0.0
9506400,0,0,0,0,0,0,0,583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1.0,0.0,1.0
9408287,19,3,16,65,1,18,26,49,15.0,2.0,13.0,57.0,15.0,0.0,0.0,22,19,3,7.0,7.0,0.0
9702375,33,15,18,30,3,30,147,6,8.0,5.0,3.0,4.0,0.0,8.0,75.0,128,33,95,42.0,1.0,41.0
205162,2,2,0,0,1,1,1,13,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8,2,6,1.0,1.0,0.0
9712384,7,5,2,3,2,5,19,157,5.0,3.0,2.0,3.0,0.0,5.0,14.0,16,7,9,5.0,3.0,2.0
9408270,4,3,1,1,0,4,7,74,2.0,2.0,0.0,0.0,1.0,1.0,1.0,8,4,4,1.0,0.0,1.0
9511259,3,3,0,0,0,3,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,10,3.0,1.0,2.0
9507379,40,5,35,201,7,33,47,55,28.0,2.0,26.0,160.0,6.0,22.0,22.0,49,40,9,23.0,22.0,1.0
9712359,27,7,20,41,7,20,131,87,16.0,2.0,14.0,29.0,0.0,16.0,90.0,44,27,17,23.0,14.0,9.0
9041,51,16,35,83,21,30,87,0,15.0,2.0,13.0,33.0,1.0,14.0,41.0,60,51,9,12.0,6.0,6.0
9704219,9,6,3,4,0,9,20,55,4.0,4.0,0.0,0.0,1.0,3.0,3.0,15,9,6,1.0,1.0,0.0
9174,37,13,24,65,3,34,92,3,10.0,3.0,7.0,18.0,3.0,7.0,7.0,47,37,10,8.0,4.0,4.0
9911204,3,3,0,0,0,3,12,161,1.0,1.0,0.0,0.0,0.0,1.0,4.0,21,3,18,6.0,1.0,5.0
9509398,41,11,30,64,15,26,80,124,4.0,1.0,3.0,6.0,0.0,4.0,30.0,81,41,40,12.0,4.0,8.0
1229,21,3,18,69,0,21,134,23,18.0,2.0,16.0,60.0,0.0,18.0,70.0,44,21,23,19.0,14.0,5.0
9208251,80,10,70,472,80,0,0,18,55.0,3.0,52.0,407.0,55.0,0.0,0.0,80,80,0,31.0,31.0,0.0
110252,7,5,2,2,0,7,45,27,5.0,3.0,2.0,2.0,0.0,5.0,36.0,27,7,20,13.0,5.0,8.0
9904282,42,6,36,123,7,35,134,5,9.0,1.0,8.0,16.0,0.0,9.0,57.0,65,42,23,14.0,6.0,8.0
9902237,36,6,30,119,1,35,156,18,24.0,2.0,22.0,92.0,0.0,24.0,100.0,63,36,27,15.0,14.0,1.0
9808456,32,3,29,144,4,28,106,18,22.0,1.0,21.0,121.0,2.0,20.0,68.0,56,32,24,26.0,22.0,4.0
9911345,11,8,3,4,3,8,9,92,3.0,3.0,0.0,0.0,0.0,3.0,4.0,13,11,2,2.0,2.0,0.0
102163,24,6,18,54,4,20,106,7,7.0,2.0,5.0,16.0,0.0,7.0,48.0,47,24,23,17.0,6.0,11.0
9903402,68,6,62,374,1,67,341,32,49.0,2.0,47.0,306.0,1.0,48.0,247.0,86,68,18,38.0,31.0,7.0
9712364,3,2,1,1,2,1,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,3,29,7.0,0.0,7.0
105269,30,4,26,79,3,27,258,0,9.0,3.0,6.0,14.0,0.0,9.0,149.0,80,30,50,41.0,5.0,36.0
11307,26,6,20,62,2,24,81,0,14.0,1.0,13.0,39.0,0.0,14.0,41.0,44,26,18,6.0,2.0,4.0
9302249,41,10,31,93,41,0,0,97,17.0,6.0,11.0,16.0,17.0,0.0,0.0,41,41,0,7.0,7.0,0.0
9608398,11,4,7,8,5,6,16,41,6.0,3.0,3.0,4.0,0.0,6.0,10.0,15,11,4,9.0,6.0,3.0
2008,11,3,8,17,1,10,10,11,7.0,2.0,5.0,11.0,7.0,0.0,0.0,14,11,3,7.0,6.0,1.0
7215,10,8,2,2,3,7,10,64,6.0,4.0,2.0,2.0,3.0,3.0,3.0,14,10,4,5.0,4.0,1.0
9410266,30,9,21,53,1,29,78,35,12.0,4.0,8.0,16.0,0.0,12.0,32.0,43,30,13,9.0,6.0,3.0
9710416,16,3,13,32,6,10,29,163,11.0,2.0,9.0,23.0,6.0,5.0,15.0,22,16,6,9.0,4.0,5.0
9906402,10,5,5,7,0,10,35,43,5.0,2.0,3.0,4.0,0.0,5.0,5.0,17,10,7,6.0,5.0,1.0
9508337,29,9,20,72,10,19,34,44,11.0,3.0,8.0,27.0,3.0,8.0,12.0,37,29,8,13.0,11.0,2.0
9508334,10,1,9,10,2,8,14,94,2.0,1.0,1.0,1.0,1.0,1.0,4.0,16,10,6,4.0,3.0,1.0
9806290,12,8,4,7,2,10,110,5,5.0,3.0,2.0,5.0,0.0,5.0,75.0,44,12,32,24.0,5.0,19.0
9508274,22,12,10,21,9,13,23,8,3.0,2.0,1.0,1.0,3.0,0.0,0.0,24,22,2,4.0,3.0,1.0
4268,8,6,2,3,4,4,6,113,2.0,1.0,1.0,1.0,2.0,0.0,0.0,13,8,5,1.0,1.0,0.0
9505419,34,7,27,95,5,29,72,39,21.0,4.0,17.0,54.0,6.0,15.0,23.0,41,34,7,18.0,16.0,2.0
8049,51,5,46,187,2,49,236,2,32.0,4.0,28.0,132.0,0.0,32.0,112.0,63,51,12,38.0,32.0,6.0
9910365,48,18,30,55,10,38,209,0,20.0,5.0,15.0,32.0,0.0,20.0,98.0,132,48,84,3.0,2.0,1.0
9908462,7,4,3,5,0,7,31,2,6.0,4.0,2.0,4.0,0.0,6.0,27.0,15,7,8,1.0,0.0,1.0
107068,8,4,4,6,1,7,20,258,5.0,2.0,3.0,5.0,0.0,5.0,16.0,17,8,9,11.0,4.0,7.0
9509373,37,23,14,24,28,9,12,44,8.0,5.0,3.0,4.0,8.0,0.0,0.0,42,37,5,4.0,4.0,0.0
11368,12,6,6,7,2,10,33,16,1.0,1.0,0.0,0.0,0.0,1.0,6.0,30,12,18,7.0,1.0,6.0
5232,36,1,35,251,0,36,169,19,29.0,1.0,28.0,229.0,0.0,29.0,149.0,43,36,7,34.0,28.0,6.0
110315,8,6,2,2,1,7,35,19,4.0,2.0,2.0,2.0,0.0,4.0,19.0,26,8,18,5.0,0.0,5.0
6304,12,6,6,9,1,11,36,19,3.0,2.0,1.0,2.0,1.0,2.0,2.0,24,12,12,4.0,3.0,1.0
201127,44,17,27,67,10,34,221,19,12.0,2.0,10.0,31.0,1.0,11.0,81.0,85,44,41,13.0,9.0,4.0
10031,5,3,2,3,0,5,34,19,4.0,2.0,2.0,3.0,0.0,4.0,33.0,15,5,10,1.0,1.0,0.0
201228,20,3,17,70,0,20,279,28,17.0,2.0,15.0,68.0,0.0,17.0,202.0,41,20,21,33.0,17.0,16.0
9912287,37,7,30,86,0,37,468,2,20.0,5.0,15.0,41.0,0.0,20.0,346.0,96,37,59,36.0,8.0,28.0
4086,12,5,7,13,0,12,71,2,8.0,3.0,5.0,9.0,1.0,7.0,22.0,20,12,8,10.0,6.0,4.0
9603397,32,9,23,67,19,13,28,105,16.0,4.0,12.0,27.0,10.0,6.0,12.0,41,32,9,11.0,11.0,0.0
9304261,10,5,5,13,10,0,0,108,6.0,3.0,3.0,9.0,6.0,0.0,0.0,10,10,0,2.0,2.0,0.0
9605423,15,3,12,50,0,15,27,142,14.0,3.0,11.0,49.0,0.0,14.0,23.0,18,15,3,15.0,13.0,2.0
110391,14,4,10,19,0,14,152,2,10.0,4.0,6.0,9.0,0.0,10.0,123.0,44,14,30,23.0,4.0,19.0
10103,9,5,4,4,0,9,67,2,1.0,1.0,0.0,0.0,0.0,1.0,14.0,40,9,31,3.0,3.0,0.0
9912464,19,12,7,14,0,19,85,2,10.0,7.0,3.0,4.0,2.0,8.0,27.0,34,19,15,10.0,4.0,6.0
9912271,19,11,8,17,0,19,100,10,4.0,4.0,0.0,0.0,0.0,4.0,31.0,43,19,24,10.0,3.0,7.0
8120,5,3,2,3,0,5,30,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,5,27,4.0,1.0,3.0
9707462,16,9,7,11,3,13,61,10,2.0,1.0,1.0,1.0,0.0,2.0,8.0,30,16,14,5.0,3.0,2.0
9611248,13,5,8,19,10,3,26,30,2.0,2.0,0.0,0.0,0.0,2.0,22.0,31,13,18,9.0,1.0,8.0
9601311,20,7,13,30,5,15,25,119,12.0,4.0,8.0,14.0,4.0,8.0,17.0,25,20,5,10.0,7.0,3.0
9403349,20,6,14,44,14,6,7,12,11.0,3.0,8.0,32.0,11.0,0.0,0.0,26,20,6,1.0,1.0,0.0
9410259,23,8,15,42,6,17,69,164,6.0,3.0,3.0,4.0,1.0,5.0,20.0,35,23,12,11.0,3.0,8.0
9811444,24,11,13,17,21,3,3,0,4.0,1.0,3.0,3.0,4.0,0.0,0.0,28,24,4,4.0,1.0,3.0
9912330,18,2,16,38,0,18,158,32,13.0,1.0,12.0,28.0,0.0,13.0,127.0,61,18,43,35.0,10.0,25.0
201207,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17,1.0,0.0,1.0
9911395,54,7,47,242,0,54,390,3,45.0,8.0,37.0,173.0,0.0,45.0,315.0,82,54,28,16.0,13.0,3.0
2254,2,2,0,0,1,1,20,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2,32,9.0,0.0,9.0
12154,8,2,6,11,1,7,26,301,3.0,1.0,2.0,2.0,0.0,3.0,8.0,22,8,14,6.0,3.0,3.0
9711280,17,3,14,37,0,17,66,7,12.0,4.0,8.0,20.0,1.0,11.0,32.0,28,17,11,2.0,0.0,2.0
3321,17,6,11,20,8,9,13,1,4.0,2.0,2.0,2.0,3.0,1.0,1.0,22,17,5,3.0,3.0,0.0
9505339,12,7,5,9,1,11,22,61,4.0,1.0,3.0,4.0,4.0,0.0,0.0,19,12,7,5.0,4.0,1.0
9301233,11,8,3,4,11,0,0,196,8.0,7.0,1.0,1.0,8.0,0.0,0.0,11,11,0,6.0,6.0,0.0
8214,17,3,14,50,0,17,135,9,16.0,3.0,13.0,48.0,0.0,16.0,134.0,32,17,15,14.0,10.0,4.0
9608261,6,3,3,8,0,6,8,11,2.0,2.0,0.0,0.0,0.0,2.0,2.0,9,6,3,3.0,2.0,1.0
9701208,13,9,4,5,0,13,148,17,11.0,9.0,2.0,3.0,0.0,11.0,137.0,46,13,33,32.0,7.0,25.0
9612408,14,6,8,16,0,14,111,17,13.0,5.0,8.0,16.0,0.0,13.0,109.0,36,14,22,27.0,9.0,18.0
9801206,9,3,6,14,1,8,18,48,4.0,2.0,2.0,3.0,0.0,4.0,9.0,14,9,5,1.0,1.0,0.0
9511301,13,8,5,8,13,0,0,211,8.0,6.0,2.0,4.0,8.0,0.0,0.0,13,13,0,5.0,5.0,0.0
9411324,13,5,8,18,10,3,4,162,7.0,2.0,5.0,9.0,5.0,2.0,3.0,18,13,5,7.0,7.0,0.0
9607294,6,6,0,0,0,6,26,5,3.0,3.0,0.0,0.0,0.0,3.0,17.0,18,6,12,1.0,1.0,0.0
9410274,12,9,3,3,12,0,0,287,3.0,3.0,0.0,0.0,3.0,0.0,0.0,12,12,0,4.0,4.0,0.0
9406399,7,2,5,8,4,3,3,8,4.0,1.0,3.0,5.0,4.0,0.0,0.0,8,7,1,1.0,1.0,0.0
9612322,16,3,13,32,0,16,46,182,14.0,3.0,11.0,29.0,0.0,14.0,42.0,23,16,7,18.0,13.0,5.0
202007,5,2,3,3,0,5,21,93,2.0,2.0,0.0,0.0,0.0,2.0,4.0,15,5,10,7.0,4.0,3.0
9905228,11,2,9,17,3,8,9,44,10.0,2.0,8.0,16.0,9.0,1.0,1.0,15,11,4,10.0,9.0,1.0
9902242,4,4,0,0,0,4,25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,10,,,
6054,11,1,10,27,0,11,62,29,10.0,1.0,9.0,24.0,0.0,10.0,61.0,26,11,15,20.0,10.0,10.0
9303272,6,4,2,2,6,0,0,253,2.0,2.0,0.0,0.0,2.0,0.0,0.0,6,6,0,1.0,1.0,0.0
9709511,11,1,10,28,0,11,144,5,7.0,1.0,6.0,18.0,0.0,7.0,124.0,38,11,27,33.0,7.0,26.0
9809243,9,3,6,7,0,9,30,101,7.0,3.0,4.0,5.0,0.0,7.0,24.0,15,9,6,10.0,7.0,3.0
9509237,38,17,21,40,21,17,24,117,10.0,2.0,8.0,17.0,10.0,0.0,0.0,42,38,4,4.0,4.0,0.0
9701248,31,7,24,81,4,27,51,117,24.0,4.0,20.0,75.0,1.0,23.0,27.0,41,31,10,21.0,19.0,2.0
110032,19,7,12,28,0,19,189,23,9.0,2.0,7.0,14.0,0.0,9.0,104.0,54,19,35,22.0,10.0,12.0
3032,20,3,17,65,0,20,302,24,19.0,3.0,16.0,64.0,0.0,19.0,272.0,55,20,35,39.0,13.0,26.0
9407285,4,3,1,1,3,1,2,1769,,,,,,,,6,4,2,,,
9410309,13,4,9,27,13,0,0,22,4.0,1.0,3.0,4.0,4.0,0.0,0.0,13,13,0,3.0,3.0,0.0
9305346,7,5,2,2,7,0,0,121,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7,7,0,1.0,1.0,0.0
9808291,8,3,5,7,1,7,30,9,6.0,2.0,4.0,5.0,6.0,0.0,0.0,16,8,8,3.0,3.0,0.0
9711440,45,7,38,166,0,45,232,14,31.0,5.0,26.0,111.0,0.0,31.0,170.0,61,45,16,25.0,16.0,9.0
9607217,22,11,11,18,13,9,12,105,6.0,1.0,5.0,7.0,3.0,3.0,4.0,25,22,3,4.0,2.0,2.0
9501414,4,4,0,0,2,2,10,14,1.0,1.0,0.0,0.0,1.0,0.0,0.0,9,4,5,,,
9310346,12,7,5,10,4,8,10,14,4.0,4.0,0.0,0.0,1.0,3.0,3.0,18,12,6,3.0,2.0,1.0
9807487,11,4,7,12,1,10,45,41,4.0,1.0,3.0,4.0,0.0,4.0,24.0,31,11,20,13.0,3.0,10.0
9912345,2,2,0,0,0,2,17,14,2.0,2.0,0.0,0.0,0.0,2.0,12.0,17,2,15,4.0,1.0,3.0
9402318,17,5,12,30,3,14,18,13,13.0,4.0,9.0,24.0,5.0,8.0,11.0,20,17,3,2.0,1.0,1.0
9511407,21,6,15,40,4,17,79,94,14.0,2.0,12.0,34.0,0.0,14.0,74.0,30,21,9,19.0,12.0,7.0
